State code,State,Municipality code,Municipality,Population 2015,Population 2016,Population 2017,Population 2018,Population 2019,Cases 2015,Cases 2016,Cases 2017,Cases 2018,Cases 2019
15,Boyacá,15720,Sativanorte,2547,2436,2322,2221,2177,0,0,0,0,0
15,Boyacá,15723,Sativasur,1131,1113,1092,1097,1100,0,0,0,0,0
15,Boyacá,15740,Siachoque,7061,6927,6792,6729,6747,0,0,0,0,0
15,Boyacá,15753,Soatá,9207,9177,9127,9066,8908,78,425,7,3,16
15,Boyacá,15755,Socotá,8808,8117,7542,7298,7231,0,0,0,0,1
15,Boyacá,15757,Socha,7808,7857,7884,7938,8018,0,0,0,0,0
15,Boyacá,15759,Sogamoso,125719,126087,126653,127235,129346,1,0,0,0,3
15,Boyacá,15761,Somondoco,3011,2986,2924,2910,2887,0,0,0,0,0
15,Boyacá,15762,Sora,2912,2950,2977,3019,3050,0,0,0,0,0
15,Boyacá,15763,Sotaquirá,8078,8086,8067,8162,8237,0,0,0,0,0
15,Boyacá,15764,Soracá,6106,6045,5969,5954,6015,0,0,0,0,0
15,Boyacá,15774,Susacón,2945,2844,2746,2717,2704,0,0,0,0,0
15,Boyacá,15776,Sutamarchán,6107,6095,6074,6092,6164,0,0,0,0,0
15,Boyacá,15778,Sutatenza,4449,4371,4275,4233,4224,0,0,0,0,0
15,Boyacá,15790,Tasco,6234,6087,5926,5882,5823,0,0,0,0,0
15,Boyacá,15798,Tenza,4162,4045,3919,3851,3828,0,0,0,0,0
15,Boyacá,15804,Tibaná,9213,9145,9049,9051,9085,0,0,0,0,0
15,Boyacá,15806,Tibasosa,12262,12448,12678,12940,13196,0,0,0,0,0
15,Boyacá,15808,Tinjacá,3068,3138,3196,3266,3313,0,0,0,0,0
15,Boyacá,15810,Tipacoque,3571,3475,3375,3323,3299,0,21,1,0,13
15,Boyacá,15814,Toca,9018,8928,8802,8767,8831,0,0,0,0,0
15,Boyacá,15816,Togüí,4569,4479,4376,4335,4330,4,19,4,0,6
15,Boyacá,15820,Tópaga,3419,3499,3560,3617,3660,0,0,0,0,0
15,Boyacá,15822,Tota,5401,5315,5198,5179,5206,0,0,0,0,0
15,Boyacá,15832,Tununguá,1523,1534,1529,1540,1559,0,9,0,0,0
15,Boyacá,15835,Turmequé,6381,6251,6152,6118,6131,0,0,0,0,0
15,Boyacá,15837,Tuta,8526,8407,8285,8266,8369,0,0,0,0,0
15,Boyacá,15839,Tutazá,2135,2096,2061,2040,2037,0,0,0,0,0
15,Boyacá,15842,Úmbita,7933,7778,7613,7530,7534,0,0,0,0,0
15,Boyacá,15861,Ventaquemada,14564,15021,15364,15706,15920,0,0,0,0,0
15,Boyacá,15879,Viracachá,3121,2997,2881,2837,2817,0,0,0,0,0
15,Boyacá,15897,Zetaquira,4838,4758,4663,4629,4621,0,2,0,0,0
17,Caldas,17001,Manizales,422715,425277,428373,434403,440608,153,18,11,2,13
17,Caldas,17013,Aguadas,22715,22753,22710,22823,22907,28,3,6,0,0
17,Caldas,17042,Anserma,34674,35108,35522,36149,36405,20,40,1,0,4
17,Caldas,17050,Aranzazu,12011,11231,10688,10557,10533,0,1,0,0,1
17,Caldas,17088,Belalcázar,10661,10671,10638,10660,10634,9,7,0,0,1
17,Caldas,17174,Chinchiná,51725,51509,51199,51271,51773,60,168,19,3,14
17,Caldas,17272,Filadelfia,11519,11523,11445,11451,11399,1,37,0,0,0
17,Caldas,17380,La Dorada,69627,70265,70926,71905,72972,192,53,16,18,297
17,Caldas,17388,La Merced,6369,6236,6069,6003,5916,1,3,0,0,1
17,Caldas,17433,Manzanares,19184,18640,18110,17928,17805,0,0,0,0,2
17,Caldas,17442,Marmato,8439,8536,8640,8888,9035,253,56,11,5,10
17,Caldas,17444,Marquetalia,13214,13235,13204,13245,13368,14,28,7,1,14
17,Caldas,17446,Marulanda,2798,2700,2619,2607,2565,0,0,0,0,1
17,Caldas,17486,Neira,22803,21642,21079,21024,21040,1,1,1,0,3
17,Caldas,17495,Norcasia,5945,5969,5979,6022,6075,174,3,0,4,52
17,Caldas,17513,Pácora,15275,15306,15266,15325,15296,2,0,0,0,0
17,Caldas,17524,Palestina,15684,15663,15543,15555,15598,49,27,6,2,8
17,Caldas,17541,Pensilvania,21449,20474,19982,19908,19781,25,5,0,1,0
17,Caldas,17614,Riosucio,43075,45787,48526,50775,51371,24,98,1,0,3
17,Caldas,17616,Risaralda,10873,10865,10796,10815,10640,7,48,5,2,1
17,Caldas,17653,Salamina,20297,19931,19551,19467,19387,3,13,2,0,0
17,Caldas,17662,Samaná,20420,20452,20375,20454,20116,35,13,2,4,13
17,Caldas,17665,San José,4871,4887,4847,4835,4875,1,1,0,0,0
17,Caldas,17777,Supía,26484,27052,27787,28642,29021,59,113,2,1,14
17,Caldas,17867,Victoria,9632,9775,9924,10157,10255,9,1,2,2,14
17,Caldas,17873,Villamaría,53714,58265,62198,64652,66189,4,8,2,0,1
17,Caldas,17877,Viterbo,13036,12872,12739,12734,12780,34,29,7,0,65
18,Caquetá,18001,Florencia,159424,161985,165170,168346,170764,388,273,45,68,368
18,Caquetá,18029,Albania,6449,5817,5129,4675,4491,12,46,0,0,55
18,Caquetá,18094,Belén de Los Andaquíes,10993,10861,10905,11021,11102,6,3,0,2,32
18,Caquetá,18150,Cartagena del Chairá,27501,28492,29551,30399,30778,5,11,3,1,40
18,Caquetá,18205,Curillo,7264,7346,7477,7593,7683,22,57,3,2,76
18,Caquetá,18247,El Doncello,19446,19450,19376,19294,19256,33,12,3,0,30
18,Caquetá,18256,El Paujíl,16508,16991,17577,18036,18251,23,11,3,1,22
18,Caquetá,18410,La Montañita,16057,15249,14793,14714,14662,9,5,3,0,19
18,Caquetá,18460,Milán,8817,9013,9379,9723,9838,3,3,0,0,1
18,Caquetá,18479,Morelia,3521,3556,3632,3698,3718,5,11,0,1,1
18,Caquetá,18592,Puerto Rico,25296,25607,26093,26517,26329,20,38,4,3,86
18,Caquetá,18610,San José del Fragua,11581,11968,12413,12797,12949,0,1,1,1,41
18,Caquetá,18753,San Vicente del Caguán,41181,45773,49021,50719,51714,254,372,192,106,430
18,Caquetá,18756,Solano,10692,10808,11033,11214,11359,37,26,5,3,10
18,Caquetá,18785,Solita,5975,6018,6114,6216,6280,2,1,0,0,5
18,Caquetá,18860,Valparaíso,7220,6980,6876,6887,6968,14,23,1,0,5
19,Cauca,19001,Popayán,292454,298986,307149,318059,321991,24,50,3,3,17
19,Cauca,19022,Almaguer,20418,19826,19033,18449,18263,0,0,0,0,0
19,Cauca,19050,Argelia,26086,26009,25987,26144,26376,11,45,2,3,2
19,Cauca,19075,Balboa,21653,21114,20972,21108,21270,1,11,1,1,2
19,Cauca,19100,Bolívar,46676,43596,40111,38048,37327,0,5,2,0,2
19,Cauca,19110,Buenos Aires,29656,30289,30904,31436,31754,12,32,4,0,6
19,Cauca,19130,Cajibío,40756,41200,41591,42014,42439,2,3,1,5,1
19,Cauca,19137,Caldono,37395,38283,39159,39946,40898,0,3,2,9,4
19,Cauca,19142,Caloto,32730,32952,32960,30181,30143,8,6,2,3,10
19,Cauca,19212,Corinto,24044,24440,24842,25286,25342,12,40,3,19,152
19,Cauca,19256,El Tambo,50883,51938,52981,53891,53840,2,9,1,1,1
19,Cauca,19290,Florencia,5085,5101,5141,5202,5254,1,0,0,1,0
19,Cauca,19300,Guachené,16716,16774,16729,19671,19850,17,15,2,0,21
19,Cauca,19318,Guapí,27449,27572,27517,27616,27619,28,16,5,6,5
19,Cauca,19355,Inzá,28871,28650,28682,28879,29170,1,2,0,2,0
19,Cauca,19364,Jambaló,16741,17116,17481,17841,18240,0,2,0,0,0
19,Cauca,19392,La Sierra,12092,11548,11018,10749,10674,1,0,0,0,0
19,Cauca,19397,La Vega,28783,26264,24946,24501,24542,15,7,0,1,0
19,Cauca,19418,López de Micay,17599,17940,18298,18580,18761,2,2,0,1,2
19,Cauca,19450,Mercaderes,21365,21832,22258,22688,22901,8,13,0,7,1
19,Cauca,19455,Miranda,29864,30334,30799,31360,31733,49,56,2,0,50
19,Cauca,19473,Morales,32930,35713,37656,38838,39516,4,3,1,1,1
19,Cauca,19513,Padilla,9454,9612,9780,9937,9953,13,22,2,4,9
19,Cauca,19517,Páez,43031,44013,44950,45776,46278,15,10,2,2,4
19,Cauca,19532,Patía,32744,34706,35939,36848,37183,101,85,14,24,23
19,Cauca,19533,Piamonte,6339,7529,8339,8811,9004,7,1,5,56,32
19,Cauca,19548,Piendamó - Tunía,38591,39317,40045,40818,41362,13,7,0,1,1
19,Cauca,19573,Puerto Tejada,42733,41468,41139,41615,41648,178,84,13,7,13
19,Cauca,19585,Puracé,17034,17106,17155,17272,17423,0,0,0,0,0
19,Cauca,19622,Rosas,12265,11939,11599,11475,11495,2,5,1,0,2
19,Cauca,19693,San Sebastián,11923,11320,11001,10948,11004,0,0,0,0,0
19,Cauca,19698,Santander de Quilichao,100752,104509,107620,110445,111789,60,131,8,7,25
19,Cauca,19701,Santa Rosa,5258,5303,5321,5339,5354,0,1,0,0,2
19,Cauca,19743,Silvia,35596,36160,36758,37337,37713,2,0,3,0,0
19,Cauca,19760,Sotara,14038,13786,13791,13939,14079,0,0,0,0,0
19,Cauca,19780,Suárez,29075,30455,31264,31904,32226,2,22,4,0,28
19,Cauca,19785,Sucre,9161,9274,9377,9489,9582,5,75,2,0,5
19,Cauca,19807,Timbío,33487,34168,34826,35479,35895,2,8,2,0,5
19,Cauca,19809,Timbiquí,24593,25120,25594,26100,26363,7,3,6,4,5
19,Cauca,19821,Toribío,32178,33138,34199,35218,36016,1,1,1,0,1
19,Cauca,19824,Totoró,21298,22460,23650,24558,25137,0,0,0,1,0
19,Cauca,19845,Villa Rica,18456,19187,19941,20693,21000,22,28,2,4,2
20,Cesar,20001,Valledupar,441986,454142,469024,490075,513685,1949,509,186,507,2817
20,Cesar,20011,Aguachica,100295,102460,105316,109621,114569,315,75,78,293,973
20,Cesar,20013,Agustín Codazzi,60068,60031,59835,60768,62864,203,50,29,360,200
20,Cesar,20032,Astrea,19838,19866,19893,20120,20617,39,8,0,3,173
20,Cesar,20045,Becerril,19885,20298,20807,21611,22542,13,4,5,20,122
20,Cesar,20060,Bosconia,36312,37219,38367,40022,41825,143,27,27,132,102
20,Cesar,20175,Chimichagua,34388,34059,33809,34169,35269,71,28,5,19,288
20,Cesar,20178,Chiriguaná,26779,26791,27000,27694,28743,141,21,18,8,71
20,Cesar,20228,Curumaní,34530,35185,36057,37399,38617,442,87,75,67,765
20,Cesar,20238,El Copey,30189,29883,29666,30159,30957,29,14,10,43,108
20,Cesar,20250,El Paso,31155,34176,36044,37531,39365,28,9,3,32,207
20,Cesar,20295,Gamarra,15509,15058,14808,14973,15458,19,6,5,11,40
20,Cesar,20310,González,5375,4738,4459,4379,4469,1,11,2,0,35
20,Cesar,20383,La Gloria,16403,16519,16700,17150,17858,150,21,6,15,33
20,Cesar,20400,La Jagua de Ibirico,36460,40133,43656,46722,49052,125,23,4,30,145
20,Cesar,20443,Manaure Balcón del Cesar,9163,9400,9663,10047,10479,73,48,19,61,98
20,Cesar,20517,Pailitas,18529,18202,18151,18566,19183,121,28,7,63,367
20,Cesar,20550,Pelaya,19073,19480,19965,20683,21564,55,9,5,4,87
20,Cesar,20570,Pueblo Bello,23700,25011,26010,27007,28298,123,21,6,9,84
20,Cesar,20614,Río de Oro,16746,16710,16637,16837,17346,50,15,11,5,62
20,Cesar,20621,La Paz,26276,26544,26907,27759,28758,98,24,10,19,44
20,Cesar,20710,San Alberto,24467,24726,25251,26247,27449,108,43,86,263,179
20,Cesar,20750,San Diego,16998,17592,18249,19022,19818,32,15,2,7,87
20,Cesar,20770,San Martín,23056,24300,25474,26674,27823,106,37,8,120,148
20,Cesar,20787,Tamalameque,15281,15249,15182,15339,15790,36,7,1,1,24
23,Córdoba,23001,Montería,463732,471724,479318,490935,498858,630,353,312,1567,1852
23,Córdoba,23068,Ayapel,49241,48058,46997,46968,47057,25,9,5,56,56
23,Córdoba,23079,Buenavista,21262,21220,21068,21078,21274,9,3,2,16,6
23,Córdoba,23090,Canalete,16122,15973,15630,15353,15385,5,22,16,26,61
23,Córdoba,23162,Cereté,101563,102968,104176,105815,107234,101,27,13,66,65
23,Córdoba,23168,Chimá,17074,17261,17411,17529,17738,12,2,0,1,49
23,Córdoba,23182,Chinú,47935,47780,47731,47917,48323,24,5,3,10,157
23,Córdoba,23189,Ciénaga de Oro,58349,58583,58737,59086,59871,36,17,5,35,73
23,Córdoba,23300,Cotorra,17986,18540,18874,19041,19315,9,3,0,3,10
23,Córdoba,23350,La Apartada,13845,14164,14477,14866,15058,8,3,2,16,24
23,Córdoba,23417,Lorica,120371,117501,114696,113909,114666,28,32,8,150,391
23,Córdoba,23419,Los Córdobas,18450,18552,18637,18717,19038,2,3,25,9,53
23,Córdoba,23464,Momil,17775,18368,18977,19590,19876,10,16,2,5,53
23,Córdoba,23466,Montelíbano,74418,77005,80043,81641,83908,230,49,52,245,105
23,Córdoba,23500,Moñitos,29106,29430,29616,29833,30242,13,2,2,32,94
23,Córdoba,23555,Planeta Rica,67995,65869,64276,64205,64465,39,22,7,306,163
23,Córdoba,23570,Pueblo Nuevo,34796,35132,35369,35655,36112,188,58,5,228,214
23,Córdoba,23574,Puerto Escondido,23314,23444,23556,23649,24036,7,8,8,56,22
23,Córdoba,23580,Puerto Libertador,37470,39187,40716,41873,42835,20,12,11,150,49
23,Córdoba,23586,Purísima de La Concepción,16948,17052,17094,17206,17411,1,3,0,4,6
23,Córdoba,23660,Sahagún,102088,104237,105980,107636,109052,125,32,2,180,208
23,Córdoba,23670,San Andrés de Sotavento,51294,51813,52302,48610,48215,9,8,1,7,125
23,Córdoba,23672,San Antero,30475,31628,32866,33878,34520,10,3,1,20,122
23,Córdoba,23675,San Bernardo del Viento,36200,36562,36763,37007,37052,3,5,4,27,88
23,Córdoba,23678,San Carlos,26606,26829,26919,26954,27174,14,5,1,9,45
23,Córdoba,23682,San José de Uré,9177,9790,10536,13345,13584,11,0,2,54,2
23,Córdoba,23686,San Pelayo,50592,51175,51578,51838,52481,21,3,3,32,75
23,Córdoba,23807,Tierralta,90228,90558,90988,92349,93873,22,26,75,180,110
23,Córdoba,23815,Tuchín,47057,47636,47939,52606,53744,29,19,6,16,123
23,Córdoba,23855,Valencia,37055,36144,35616,35694,36042,76,18,8,410,269
25,Cundinamarca,25001,Agua de Dios,13303,12891,12161,11685,11966,40,28,15,27,227
25,Cundinamarca,25019,Albán,6181,6238,6287,6438,6650,0,1,0,0,0
25,Cundinamarca,25035,Anapoima,12630,13155,13835,14519,15315,71,73,21,11,124
25,Cundinamarca,25040,Anolaima,14408,14136,13861,13816,14161,41,40,1,0,5
25,Cundinamarca,25053,Arbeláez,11911,11344,11005,10860,10825,12,36,0,3,7
25,Cundinamarca,25086,Beltrán,1803,1803,1783,1789,1832,1,1,2,0,3
25,Cundinamarca,25095,Bituima,2475,2461,2439,2467,2507,1,22,0,1,0
25,Cundinamarca,25099,Bojacá,9137,9373,9618,9913,10524,2,3,0,0,0
25,Cundinamarca,25120,Cabrera,4707,4711,4692,4722,4885,4,1,0,1,0
25,Cundinamarca,25123,Cachipay,9779,9846,9854,9972,10324,2,13,3,2,52
25,Cundinamarca,25126,Cajicá,63604,71187,77472,82244,87866,1,1,0,0,0
25,Cundinamarca,25148,Caparrapí,12513,12504,12469,12569,12714,8,15,0,3,11
25,Cundinamarca,25151,Cáqueza,17765,17359,17054,17099,17480,3,10,6,1,12
25,Cundinamarca,25154,Carmen de Carupa,8161,7766,7577,7580,7733,0,0,0,0,0
25,Cundinamarca,25168,Chaguaní,4149,4160,4143,4182,4255,3,0,0,0,28
25,Cundinamarca,25175,Chía,121410,124620,128078,132181,141308,2,3,0,2,4
25,Cundinamarca,25178,Chipaque,8884,9047,9223,9467,9748,0,2,1,0,0
25,Cundinamarca,25181,Choachí,10709,10773,10826,10961,11213,2,0,0,0,1
25,Cundinamarca,25183,Chocontá,20228,20304,20343,20568,21425,0,2,0,1,2
25,Cundinamarca,25200,Cogua,20809,21076,21386,22067,23286,0,0,0,0,1
25,Cundinamarca,25214,Cota,26737,28936,30952,32691,34948,1,1,0,0,0
25,Cundinamarca,25224,Cucunubá,7180,7238,7366,7626,7935,0,0,0,0,0
25,Cundinamarca,25245,El Colegio,22723,23000,23302,23886,25047,259,208,119,68,171
25,Cundinamarca,25258,El Peñón,4925,4785,4683,4681,4710,7,55,14,0,3
25,Cundinamarca,25260,El Rosal,17799,19429,21018,22065,23417,0,1,0,0,0
25,Cundinamarca,25269,Facatativá,127203,130796,134826,139441,148001,3,2,1,1,0
25,Cundinamarca,25279,Fómeque,11618,11730,11800,11986,12367,0,0,0,2,2
25,Cundinamarca,25281,Fosca,5776,5755,5743,5784,5892,0,1,0,0,0
25,Cundinamarca,25286,Funza,84897,87499,90179,93154,99387,1,2,0,0,2
25,Cundinamarca,25288,Fúquene,5042,5006,4919,4904,5047,0,1,0,0,0
25,Cundinamarca,25290,Fusagasugá,126991,130390,134146,138498,146556,262,1410,36,11,112
25,Cundinamarca,25293,Gachalá,5948,5337,4728,4436,4386,0,0,0,0,0
25,Cundinamarca,25295,Gachancipá,14195,15001,15996,17026,18264,1,0,0,0,1
25,Cundinamarca,25297,Gachetá,10729,9775,8836,8425,8439,1,1,0,1,0
25,Cundinamarca,25299,Gama,3599,3320,3153,3120,3152,0,0,0,0,1
25,Cundinamarca,25307,Girardot,98997,98976,99626,101018,105379,420,277,325,483,679
25,Cundinamarca,25312,Granada,7142,7143,7124,7179,7566,0,2,0,0,0
25,Cundinamarca,25317,Guachetá,12869,12969,13070,13285,13749,0,0,0,1,0
25,Cundinamarca,25320,Guaduas,29543,29817,30020,30524,31869,24,16,7,8,217
25,Cundinamarca,25322,Guasca,14350,14579,14858,15348,16166,0,1,0,0,1
25,Cundinamarca,25324,Guataquí,2996,2937,2872,2848,2811,16,0,0,1,2
25,Cundinamarca,25326,Guatavita,6209,6229,6249,6325,6561,0,0,0,0,0
25,Cundinamarca,25328,Guayabal de Síquima,3963,4132,4258,4444,4587,2,4,1,0,1
25,Cundinamarca,25335,Guayabetal,5494,5709,5955,6232,6485,17,17,1,3,37
25,Cundinamarca,25339,Gutiérrez,3374,3378,3369,3410,3478,0,0,0,0,0
25,Cundinamarca,25368,Jerusalén,2700,2492,2333,2281,2283,3,3,0,11,13
25,Cundinamarca,25372,Junín,5879,5847,5797,5823,5920,0,0,1,0,1
25,Cundinamarca,25377,La Calera,27509,28141,28907,29868,31432,0,0,0,0,0
25,Cundinamarca,25386,La Mesa,29387,30452,31567,32694,34465,189,210,28,29,219
25,Cundinamarca,25394,La Palma,10184,9884,9580,9467,9588,12,68,22,3,19
25,Cundinamarca,25398,La Peña,5947,5930,5888,5911,5976,7,8,5,5,8
25,Cundinamarca,25402,La Vega,15036,15556,16228,16986,17830,143,216,6,2,15
25,Cundinamarca,25407,Lenguazaque,10017,10021,9987,10080,10424,0,0,0,0,0
25,Cundinamarca,25426,Machetá,6817,6537,6229,6124,6171,0,1,0,0,0
25,Cundinamarca,25430,Madrid,87213,97286,105961,112254,120067,1,2,1,0,3
25,Cundinamarca,25436,Manta,3711,3700,3707,3737,3795,0,0,0,0,0
25,Cundinamarca,25438,Medina,9824,9242,8467,8014,8064,6,4,2,4,260
25,Cundinamarca,25473,Mosquera,117246,121210,125479,130221,141171,0,0,0,0,0
25,Cundinamarca,25483,Nariño,2404,2402,2359,2333,2395,3,2,4,11,2
25,Cundinamarca,25486,Nemocón,12457,12630,12824,13171,13868,0,0,1,0,0
25,Cundinamarca,25488,Nilo,10777,10778,10747,10819,11441,108,276,276,160,143
25,Cundinamarca,25489,Nimaima,3586,3598,3577,3589,3665,83,11,0,1,3
25,Cundinamarca,25491,Nocaima,5607,5707,5866,6092,6317,94,14,2,0,3
25,Cundinamarca,25506,Venecia,4109,4139,4159,4218,4320,3,14,0,0,0
25,Cundinamarca,25513,Pacho,26852,25343,24502,24413,25046,12,61,5,5,16
25,Cundinamarca,25518,Paime,4240,4220,4171,4186,4206,3,4,5,0,0
25,Cundinamarca,25524,Pandi,4959,4975,4924,4973,5146,27,42,2,0,0
25,Cundinamarca,25530,Paratebueno,7967,8088,8158,8328,8786,19,8,3,12,148
25,Cundinamarca,25535,Pasca,8993,9015,9015,9105,9341,2,2,0,0,1
25,Cundinamarca,25572,Puerto Salgar,17257,16331,15593,15453,16058,181,33,15,19,244
25,Cundinamarca,25580,Pulí,3324,3314,3307,3327,3369,1,1,1,1,2
25,Cundinamarca,25592,Quebradanegra,4798,4767,4721,4724,4807,4,8,2,1,6
25,Cundinamarca,25594,Quetame,5035,5033,5024,5072,5176,0,2,2,0,11
25,Cundinamarca,25596,Quipile,6372,6357,6279,6291,6380,9,59,1,0,14
25,Cundinamarca,25599,Apulo,8513,8348,8185,8192,8457,30,24,6,4,61
25,Cundinamarca,25612,Ricaurte,11157,11790,12348,12881,13652,48,11,25,60,50
25,Cundinamarca,25645,San Antonio del Tequendama,11084,11201,11421,11870,12340,10,22,10,2,7
25,Cundinamarca,25649,San Bernardo,8268,8320,8364,8487,8703,1,10,0,0,2
25,Cundinamarca,25653,San Cayetano,5201,5041,4886,4846,4892,0,0,0,1,1
25,Cundinamarca,25658,San Francisco,9723,9943,10284,10755,11316,163,96,5,0,7
25,Cundinamarca,25662,San Juan de Rioseco,8611,8389,8196,8181,8324,43,20,13,1,17
25,Cundinamarca,25718,Sasaima,10674,10678,10631,10711,11104,75,12,8,5,14
25,Cundinamarca,25736,Sesquilé,11065,11129,11179,11423,12052,0,0,0,0,0
25,Cundinamarca,25740,Sibaté,35404,34395,33494,33491,35102,0,1,0,0,2
25,Cundinamarca,25743,Silvania,21306,21397,21386,21625,22550,10,123,3,2,17
25,Cundinamarca,25745,Simijaca,12206,12383,12564,12847,13465,0,0,0,0,0
25,Cundinamarca,25754,Soacha,589005,610492,634390,660179,709276,2,2,0,0,5
25,Cundinamarca,25758,Sopó,24434,24853,25258,25782,27456,1,1,0,0,0
25,Cundinamarca,25769,Subachoque,15171,15308,15440,15690,16183,0,0,0,0,0
25,Cundinamarca,25772,Suesca,15402,15936,16460,17021,17902,0,1,0,0,0
25,Cundinamarca,25777,Supatá,5131,5137,5145,5203,5361,1,0,0,1,1
25,Cundinamarca,25779,Susa,6343,6379,6376,6454,6769,0,0,0,0,0
25,Cundinamarca,25781,Sutatausa,5347,5466,5646,5887,6169,0,0,0,0,0
25,Cundinamarca,25785,Tabio,18464,19210,20292,21665,22983,0,1,0,0,3
25,Cundinamarca,25793,Tausa,8024,8019,7998,8067,8354,0,0,0,0,0
25,Cundinamarca,25797,Tena,8118,8426,8908,9567,10065,13,35,2,3,22
25,Cundinamarca,25799,Tenjo,19068,20336,21250,21935,23052,0,0,0,1,0
25,Cundinamarca,25805,Tibacuy,4396,4375,4328,4335,4477,5,74,0,0,3
25,Cundinamarca,25807,Tibirita,3088,3102,3099,3158,3207,0,0,0,0,0
25,Cundinamarca,25815,Tocaima,18205,17186,16136,15735,16136,78,46,28,104,134
25,Cundinamarca,25817,Tocancipá,30138,32817,36426,39996,43020,0,0,0,0,1
25,Cundinamarca,25823,Topaipí,4159,4136,4122,4139,4189,94,15,0,0,5
25,Cundinamarca,25839,Ubalá,10120,8692,7919,7717,7696,0,1,0,0,26
25,Cundinamarca,25841,Ubaque,6758,6740,6691,6727,6875,1,0,0,1,0
25,Cundinamarca,25843,Villa de San Diego de Ubaté,39520,40437,41379,42558,44802,0,0,0,0,1
25,Cundinamarca,25845,Une,8027,7361,6995,6945,7144,0,0,0,0,1
25,Cundinamarca,25851,Útica,4670,4542,4340,4246,4324,143,19,4,5,15
25,Cundinamarca,25862,Vergara,6877,6859,6826,6847,6975,29,288,1,0,3
25,Cundinamarca,25867,Vianí,4264,4290,4283,4339,4497,34,35,1,1,1
25,Cundinamarca,25871,Villagómez,1832,1771,1752,1758,1783,3,2,0,0,0
25,Cundinamarca,25873,Villapinzón,16834,16901,16961,17187,17796,0,0,0,0,0
